Tipo de convocatoria,Título,Órgano convocante,Localización,Importe,Procedimiento,Actividad,Enlace al detalle de la convocatoria,Enlace original
AYUDA/SUBVENCION,MRR C15 I3 BONOS DIGITALES PARA COLECTIVOS VULNERABLES,COMUNIDAD DE MADRID - CONSEJERÍA DE DIGITALIZACIÓN,ES3 - COMUNIDAD DE MADRID,,,Telecomunicaciones,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/785324,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/785324/mrr-c15-i3-bonos-digitales-para-colectivos-vulnerables
AYUDA/SUBVENCION,"Subvención nominativa a la Fundación Servicios Empresariales CEOE-CEPYME Cantabria, para la actuación “OPTIMIZACION DE LOS RECURSOS Y ANALISIS DE CAPACIDADES EN EL AMBITO DEL EMPRENDIMIENTO Y ELABORACIÓN DE LA GUÍA PARA EL ITINERARIO EMPRENDEDOR""",CANTABRIA - SERVICIO CÁNTABRO DE EMPLEO,ES130 - Cantabria,,,ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/791862,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/791862/subvencion-nominativa-a-la-fundacion-servicios-empresariales-ceoe-cepyme-cantabria-para-la-actuacion-optimizacion-de-los-recursos-y-analisis-de-capacidades-en-el-ambito-del-emprendimiento-y-elaboracion-de-la-guia-para-el-itinerario-emprendedor
AYUDA/SUBVENCION,"Orden de la Consejería de Economía, Hacienda, Fondos Europeos y Transf. Digital, de bases reguladoras y convocatoria de subvenciones para el refuerzo de la conectividad en polígonos industriales y otros centros (línea 3) finaciadas por MRR C15.I2.CID238","REGIÓN DE MURCIA - CONSEJERÍA DE ECONOMÍA, HACIENDA, FONDOS EUROPEOS Y TRANSFORMACIÓN DIGITAL",ES62 - REGION DE MURCIA,,,INFORMACIÓN Y COMUNICACIONES,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/793267,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/793267/orden-de-la-consejeria-de-economia-hacienda-fondos-europeos-y-transf-digital-de-bases-reguladoras-y-convocatoria-de-subvenciones-para-el-refuerzo-de-la-conectividad-en-poligonos-industriales-y-otros-centros-linea-3-finaciadas-por-mrr-c15-i2-cid238
LICITACION,"Servicio de portabilidad y desarrollo de un componente software existente, esto es Dyninst, a la arquitectura RISC-V en el marco del Plan de Recuperacio´n, Transformacio´n y Resiliencia.",Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS),España - Barcelona,"120.000,00 euros",Abierto simplificado,73100000 Servicios de investigación y desarrollo experimental.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=wc%2FaoyS2Q9lJ8Trn0ZPzLw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15632649/servicio-de-portabilidad-y-desarrollo-de-un-componente-software-existente-esto-es-dyninst-a-la-arquitectura-risc-v-en-el-marco-del-plan-de-recuperacio-n-transformacio-n-y-resiliencia
LICITACION,Suministro de dos (2) prototipos de imán que incorporan bloques de imán permanente para el anillo de almacenamiento ALBA II del Laboratorio de Luz Sincrotrón ALBA del CELLS.,"Consorcio para la Construcción, Equipamiento y Explotación del Laboratorio de Luz Sincrotrón",España - Barcelona,"600.000,00 euros",Abierto,31630000 Imanes.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0SLOvh6%2BkC84NavIWzMcHA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15745169/suministro-de-dos-2-prototipos-de-iman-que-incorporan-bloques-de-iman-permanente-para-el-anillo-de-almacenamiento-alba-ii-del-laboratorio-de-luz-sincrotron-alba-del-cells
LICITACION,Suministro de un camión recolector compactadores de carga trasera como mínimo de 10m3 + 10m3 de capacidad con pesaje en elevadores para la implantación de la recogida y transporte de la fracción orgánica,Pleno de la Mancomunidad de Municipios La Alcarria,España - Guadalajara,"348.500,00 euros",Abierto,34144511 Vehículos de recogida de basuras. 34144512 Vehículos compactadores de basuras.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=txmXWJjyLAlt5r0ngvMetA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15843231/suministro-de-un-camion-recolector-compactadores-de-carga-trasera-como-minimo-de-10m3-10m3-de-capacidad-con-pesaje-en-elevadores-para-la-implantacion-de-la-recogida-y-transporte-de-la-fraccion-organica
LICITACION,Adquisición de varios vehículos eléctricos para el Ayuntamiento de Valverde de Leganés. Fondos PRTR programa DUS 5000,Pleno del Ayuntamiento de Valverde de Leganés,España - Badajoz,"900.314,66 euros",Abierto,34144900 Vehículos eléctricos.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=mx9z2J%2FllLGGCFcHcNGIlQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15843263/adquisicion-de-varios-vehiculos-electricos-para-el-ayuntamiento-de-valverde-de-leganes-fondos-prtr-programa-dus-5000
LICITACION,"Servicio de ejecución del proyecto de transformación digital y modernización de los sistemas de gestión del padrón municipal de habitantes de las entidades locales de Palencia, incluido en el plan de recuperación, transformación y resiliencia - financiado por la Unión Europea - NEXTGENERATIONEU",Presidencia de la Diputación Provincial de Palencia,España - Palencia,"495.867,77 euros",Abierto,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo. 72200000 Servicios de programación de «software» y de consultoría.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=G6bvo4JkWjqKeVWTb9Scog%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15862050/servicio-de-ejecucion-del-proyecto-de-transformacion-digital-y-modernizacion-de-los-sistemas-de-gestion-del-padron-municipal-de-habitantes-de-las-entidades-locales-de-palencia-incluido-en-el-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu
LICITACION,"30.804/24; AC-538/24 Consultoría y asistencia técnica para el control y vigilancia de la obra: 33-GR-4380. Provincia de Granada. Plan de Recuperación, Transformación y Resiliencia, Next Generation EU",Dirección General de Carreteras,España - Granada,"317.570,99 euros",Abierto,71311000 Servicios de consultoría en ingeniería civil.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=KYX%2BRo02cqkaF6cS8TCh%2FA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15862128/30-804-24-ac-538-24-consultoria-y-asistencia-tecnica-para-el-control-y-vigilancia-de-la-obra-33-gr-4380-provincia-de-granada-plan-de-recuperacion-transformacion-y-resiliencia-next-generation-eu
LICITACION,Realización de Obra conforme a proyecto Integral de energía Limpia del Ayuntamiento de Nívar e Granada,Pleno del Ayuntamiento de Nívar,España - Granada,"178.922,22 euros",Abierto simplificado,45300000 Trabajos de instalación en edificios. 45310000 Trabajos de instalación eléctrica. 45311000 Trabajos de instalación de cableado y accesorios eléctricos. 45321000 Trabajos de aislamiento térmico. 45421132 Instalación de ventanas.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=GhmN5h9fZyYQyBAnWzHfCg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15870616/realizacion-de-obra-conforme-a-proyecto-integral-de-energia-limpia-del-ayuntamiento-de-nivar-e-granada
LICITACION,Ejecución de un mirador y área de recepción de visitantes de la Sierra de Arria,Pleno del Ayuntamiento de Lamasón,España - Cantabria,"99.999,73 euros",Abierto simplificado,45000000 Trabajos de construcción. 45233252 Trabajos de pavimentación de calles.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=GuSGyWDIspOHCIsjvJ3rhQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919509/ejecucion-de-un-mirador-y-area-de-recepcion-de-visitantes-de-la-sierra-de-arria
LICITACION,Saneamiento en el Conjunto Histórico de Tudanca,Pleno del Ayuntamiento de Tudanca,España - Cantabria,"99.997,61 euros",Abierto simplificado,45232410 Obras de saneamiento. 45233260 Trabajos de construcción de vías peatonales.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=4srEZELQkmN%2FR5QFTlaM4A%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919510/saneamiento-en-el-conjunto-historico-de-tudanca
LICITACION,"Suministro e instalación de un generador de nitrógeno líquido (Contrato financiado por el proyecto CNS2023-144257 financiado por MICIU/AEI /10.13039/501100011033 y por la Unión Europea NextGenerationEU/PRTR y el proyecto PID2022-140827OB-I00, financiado por MCIU/AEI/10.13039/501100011033/FEDER, UE)",Rectorado de la Universidad de Cantabria,España - Cantabria,"55.000,00 euros",Abierto,42980000 Generadores de gas.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=tlhbbhwmy%2F%2FjHF5qKI4aaw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959258/suministro-e-instalacion-de-un-generador-de-nitrogeno-liquido-contrato-financiado-por-el-proyecto-cns2023-144257-financiado-por-miciu-aei-10-13039-501100011033-y-por-la-union-europea-nextgenerationeu-prtr-y-el-proyecto-pid2022-140827ob-i00-financiado-por-mciu-aei-10-13039-501100011033-feder-ue
LICITACION,"Suministro e instalación de un cromatógrafo de gases con detector de masas en el marco del Plan de Recuperación, Transformación y Resiliencia","Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",España - Madrid,"65.000,00 euros",Abierto simplificado,38432200 Cromatógrafos. 38433100 Espectrómetros de masas.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=IexBksv6tVYmMOlAXxDEjw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959264/suministro-e-instalacion-de-un-cromatografo-de-gases-con-detector-de-masas-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia
LICITACION,Contrato mixto con prevalencia de suministro de dos aseos públicos autolimpiables para mercados de ciudad de León.,Junta de Gobierno del Ayuntamiento de León,España - León,"123.966,00 euros",Abierto simplificado,44200000 Productos estructurales. 45215500 Aseos públicos.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Sxjsi1DqFOhSYrkJkLlFdw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959266/contrato-mixto-con-prevalencia-de-suministro-de-dos-aseos-publicos-autolimpiables-para-mercados-de-ciudad-de-leon
LICITACION,"Implementación de una oficina de turismo virtual con IA como guía turística digital para los visitantes, enmarcado dentro del plan de sostenibilidad turística de Santoña, actuación PSTD a17 edición de folletos y guías digitales sobre productos alternativos.",Alcaldía del Ayuntamiento de Santoña,España - Cantabria,"9.917,36 euros",Abierto simplificado,72500000 Servicios informáticos.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=T5MDnZgSofCP66GS%2BONYvQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959274/implementacion-de-una-oficina-de-turismo-virtual-con-ia-como-guia-turistica-digital-para-los-visitantes-enmarcado-dentro-del-plan-de-sostenibilidad-turistica-de-santona-actuacion-pstd-a17-edicion-de-folletos-y-guias-digitales-sobre-productos-alternativos
LICITACION,"Implantación solución mixta suministro e instalación, configuración y puesta en marcha dispositivos BEACONS (BLE) y plataforma móvil inteligente de señalética digital para servicio de marketing de proximidad financiado por la UE Next Generation en el marco del plan de RTR (política palanca 5, componente 13, inversión 4)",Junta de Gobierno del Ayuntamiento de Málaga,España - Málaga,"57.698,00 euros",Abierto simplificado,"30200000 Equipo y material informático. 48000000 Paquetes de software y sistemas de información. 72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo. 72200000 Servicios de programación de «software» y de consultoría.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=TGTllxxkeGh9PLkba5eRog%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959279/implantacion-solucion-mixta-suministro-e-instalacion-configuracion-y-puesta-en-marcha-dispositivos-beacons-ble-y-plataforma-movil-inteligente-de-senaletica-digital-para-servicio-de-marketing-de-proximidad-financiado-por-la-ue-next-generation-en-el-marco-del-plan-de-rtr-politica-palanca-5-componente-13-inversion-4
LICITACION,Proyecto de investigación sobre el escalado del modelo de atención centrada en la persona en Centros Residenciales de personas mayores en el Instituto Aragonés de Servicios Sociales,Instituto Aragonés de Servicios Sociales (IASS),España - Zaragoza,"293.418,18 euros",Abierto,85310000 Servicios de asistencia social.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=MtVYj4Py9YR4zIRvjBVCSw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959280/proyecto-de-investigacion-sobre-el-escalado-del-modelo-de-atencion-centrada-en-la-persona-en-centros-residenciales-de-personas-mayores-en-el-instituto-aragones-de-servicios-sociales
LICITACION,"Suministro de tapas de registro de fundición dúctil para la obra Modernización y consolidación de los regadíos de la Junta Central de Usuarios del Acuífero del Poniente Almeriense en el T.M. de El Ejido (Almería). En el marco del Plan de Recuperación, Transformación y Resiliencia. Financiada por la Unión Europea NEXT GENERATION EU","Empresa de Transformación Agraria S.A.,S.M.E., M.P., (TRAGSA)",España - Almería,"93.200,00 euros",Abierto simplificado,44423740 Tapas de registro.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=bLPB4%2B8Xaws7%2B9FIQYNjeQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959285/suministro-de-tapas-de-registro-de-fundicion-ductil-para-la-obra-modernizacion-y-consolidacion-de-los-regadios-de-la-junta-central-de-usuarios-del-acuifero-del-poniente-almeriense-en-el-t-m-de-el-ejido-almeria-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiada-por-la-union-europea-next-generation-eu
LICITACION,"Mejora de la eficiencia energética mediante instalaciones solares fotovoltaicas para autoconsumo en el edificio polideportivo y piscina municipal en el ayuntamiento de Caldas de Reis del expte PR-D5000-2021-001085 PROGRAMA DUS 5000 en el marco del programa de Regeneracion y reto demografico del plan de recuperacion, transfomacion y resiliencia.",Presidencia de la Diputación Provincial de Pontevedra,España - Pontevedra,"21.301,00 euros",Abierto,09331000 Placas solares. 31712331 Células fotovoltaicas. 45310000 Trabajos de instalación eléctrica.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=NNuVxLr9l2qTylGzYmBF9Q%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959293/mejora-de-la-eficiencia-energetica-mediante-instalaciones-solares-fotovoltaicas-para-autoconsumo-en-el-edificio-polideportivo-y-piscina-municipal-en-el-ayuntamiento-de-caldas-de-reis-del-expte-pr-d5000-2021-001085-programa-dus-5000-en-el-marco-del-programa-de-regeneracion-y-reto-demografico-del-plan-de-recuperacion-transfomacion-y-resiliencia
LICITACION,Desarrollo e implementación de una yincana o juego virtual de Santoña.,Alcaldía del Ayuntamiento de Santoña,España - Cantabria,"4.958,68 euros",Abierto simplificado,79341000 Servicios de publicidad.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=R5Wa9mBLweoeIBJRHQiPkQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959295/desarrollo-e-implementacion-de-una-yincana-o-juego-virtual-de-santona
LICITACION,Servicio de redacción del plan (proyecto técnico y dirección de obra) para programa integral de regeneración paisajística y protección del entorno frente a riesgos.,Alcaldía del Ayuntamiento de Santoña,España - Cantabria,"4.000,00 euros",Abierto simplificado,45112710 Trabajos de paisajismo en zonas verdes. 71356200 Servicios de asistencia técnica.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ZmKbUSEXftqsNfRW6APEDw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959299/servicio-de-redaccion-del-plan-proyecto-tecnico-y-direccion-de-obra-para-programa-integral-de-regeneracion-paisajistica-y-proteccion-del-entorno-frente-a-riesgos
LICITACION,"Implantación de modelo predictivo del funcionamiento de las redes de abastecimiento. Actuación del Proyecto PERTE del agua. Plan de recuperación, transformación y resiliencia - Financiado por la Unión Europea - Next Generation EU",Consorcio de Gestión de Servicios Medioambientales de Badajoz,España - Badajoz,"45.760,00 euros",Abierto,72262000 Servicios de desarrollo de «software».,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=a90J3FT50A310HRJw8TEnQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959301/implantacion-de-modelo-predictivo-del-funcionamiento-de-las-redes-de-abastecimiento-actuacion-del-proyecto-perte-del-agua-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-next-generation-eu
LICITACION,"El objeto del presente contrato, por procedimiento abierto, será la realización de suministro con instalación (obra) de una instalación fotovoltaica de generación fotovoltaica para autoconsumo en un edificio municipal en Quintanar de la Sierra.",Pleno del Ayuntamiento de Quintanar de la Sierra,España - Burgos,"58.020,85 euros",Abierto simplificado,45310000 Trabajos de instalación eléctrica.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=okXIKIcTyMHpxJFXpLZ%2B2A%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968637/el-objeto-del-presente-contrato-por-procedimiento-abierto-sera-la-realizacion-de-suministro-con-instalacion-obra-de-una-instalacion-fotovoltaica-de-generacion-fotovoltaica-para-autoconsumo-en-un-edificio-municipal-en-quintanar-de-la-sierra
LICITACION,Suministro de Mejora del Cómputo del Centro de Procesamiento de Datos de Cáceres,Rectorado de la Universidad de Extremadura,España - Badajoz,"30.000,00 euros",Abierto simplificado,30200000 Equipo y material informático.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=MAnKwyLwk8qGCFcHcNGIlQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968639/suministro-de-mejora-del-computo-del-centro-de-procesamiento-de-datos-de-caceres
LICITACION,Adquisición e instalación de equipamiento audiovisual par el proyecto piloto de docencia híbrida,Rectorado de la Universidad de Extremadura,España - Badajoz,"50.000,00 euros",Abierto simplificado,30200000 Equipo y material informático.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=jg%2BIjlNkfNf%2Fa9DgO%2BoYKQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968640/adquisicion-e-instalacion-de-equipamiento-audiovisual-par-el-proyecto-piloto-de-docencia-hibrida
LICITACION,"Terminación obras renovación redes de abastecimiento, saneamiento y pavimentación en varias calles de Benabarre",Alcaldía del Ayuntamiento de Benabarre,España - Huesca,"198.821,58 euros",Abierto simplificado,45231300 Trabajos de construcción de tuberías para agua y aguas residuales. 45233252 Trabajos de pavimentación de calles.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ZNj8T4zSNOO5HQrHoP3G5A%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968642/terminacion-obras-renovacion-redes-de-abastecimiento-saneamiento-y-pavimentacion-en-varias-calles-de-benabarre
LICITACION,Reforma y adecuación de las instalaciones de la Residencia Virgen de los Dolores en el Municipio de Blanca.,Alcaldía del Ayuntamiento de Blanca,España - Murcia,"64.363,89 euros",Abierto simplificado,45210000 Trabajos de construcción de inmuebles. 45215212 Trabajos de construcción de residencias de ancianos.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=tkuBIdjlh0JVq4S9zvaQpQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968650/reforma-y-adecuacion-de-las-instalaciones-de-la-residencia-virgen-de-los-dolores-en-el-municipio-de-blanca
LICITACION,"1248/2024 Suministro de cuadros eléctricos para la ejecución del alcance incluido en el proyecto ""CPS4WM-H"". PERTE Digitalización del ciclo del agua, en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Comisión Ejecutiva de Gestion Integral del Agua de Huelva,España - Huelva,"135.824,67 euros",Abierto simplificado,31600000 Equipo y aparatos eléctricos.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=kbQgcQ1pK8Hs%2BnLj3vAg5A%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968655/1248-2024-suministro-de-cuadros-electricos-para-la-ejecucion-del-alcance-incluido-en-el-proyecto-cps4wm-h-perte-digitalizacion-del-ciclo-del-agua-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,"Arrendamiento por concurso, de tres vehiculos electricos enchufables propiedad de la Diputacion Provincial de Palencia en las zonas de influencia de Cervera de Pisuerga, Saldana y Baltanas, que forman parte del proyecto piloto de transporte publico a la demanda de la provincia de Palencia. Plan de Recuperacion, Transformacion y Resiliencia financiado por la Union Europea NextGenerationEU. 3 lotes",Presidencia de la Diputación Provincial de Palencia,España - Palencia,"10.800,00 euros",Abierto,75100000 Servicios de administración pública.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=WF1vl%2Fslbqo%2B1TMyIiZmzw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968657/arrendamiento-por-concurso-de-tres-vehiculos-electricos-enchufables-propiedad-de-la-diputacion-provincial-de-palencia-en-las-zonas-de-influencia-de-cervera-de-pisuerga-saldana-y-baltanas-que-forman-parte-del-proyecto-piloto-de-transporte-publico-a-la-demanda-de-la-provincia-de-palencia-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu-3-lotes
LICITACION,"1224/2024 Suministro de material eléctrico y electrónico para la ejecución del alcance incluido en el proyecto ""CPS4WM-H"". PERTE Digitalización del ciclo del agua, en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Comisión Ejecutiva de Gestion Integral del Agua de Huelva,España - Huelva,"159.302,85 euros",Abierto simplificado,31680000 Materiales y accesorios eléctricos.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=WRtcPEq6WidWhbmkna2nXQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968658/1224-2024-suministro-de-material-electrico-y-electronico-para-la-ejecucion-del-alcance-incluido-en-el-proyecto-cps4wm-h-perte-digitalizacion-del-ciclo-del-agua-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,"Contratación de los servicios y suministros necesarios para la digitalización del Museo Histórico y del Museo del Olivar y el Aceite en ejecución de la actuación 12 eje 3 del Plan de Sostenibilidad Turística de Baena, en el marco del Plan de Recuperación, Transformación y Resiliencia financiado por la Unión Europea - Fondos Next Generation EU-",Alcaldía del Ayuntamiento de Baena,España - Córdoba,"190.082,64 euros",Abierto simplificado,72212783 Servicios de desarrollo de software de gestión de contenido. 72261000 Servicios de apoyo al «software». 72263000 Servicios de implementación de «software». 72267000 Servicios de mantenimiento y reparación de software. 72416000 Proveedores de servicio de aplicaciones. 72500000 Servicios informáticos. 92110000 Servicios de producción de películas de cine y videocintas y servicios conexos. 92111000 Servicios de producción de películas de cine y vídeo. 92521000 Servicios de museos.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=sTQWS8o3cKQaF6cS8TCh%2FA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968660/contratacion-de-los-servicios-y-suministros-necesarios-para-la-digitalizacion-del-museo-historico-y-del-museo-del-olivar-y-el-aceite-en-ejecucion-de-la-actuacion-12-eje-3-del-plan-de-sostenibilidad-turistica-de-baena-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-fondos-next-generation-eu
LICITACION,"Contrato mixto de suministros y obra para la ejecución del proyecto técnico de ""Instalaciones puntos recarga vehículos eléctricos en Oliva"" actuación núm. 5 del PSTD DE Oliva (Valencia), financiado con fondos de la Unión Europea, en el marco del Plan de Recuperación, Transformación y Resiliencia - NextGenerationEU (C14.I01.P06.S12.SI01.S18.PROVISIONAL.18 DEL PRTR)",Concejal de Contratación del Ayuntamiento de Oliva,España - Valencia/València,"80.657,22 euros",Abierto simplificado,31158100 Cargadores de baterías. 45317000 Otros trabajos de instalación eléctrica.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=v0q4nu4vbq7ua%2Fi14w%2FPLA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968663/contrato-mixto-de-suministros-y-obra-para-la-ejecucion-del-proyecto-tecnico-de-instalaciones-puntos-recarga-vehiculos-electricos-en-oliva-actuacion-num-5-del-pstd-de-oliva-valencia-financiado-con-fondos-de-la-union-europea-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-nextgenerationeu-c14-i01-p06-s12-si01-s18-provisional-18-del-prtr
LICITACION,Mejora del estado de conservación de hábitats fluviales y recuperación de humedales mediante actuaciones de mejora de calidad de las aguas de las cuencas del río Güeña. T.M. CANGAS DE ONIS,Junta de Gobierno Local del Ayuntamiento de Cangas de Onís,España - Asturias,"426.828,88 euros",Abierto simplificado,45232410 Obras de saneamiento.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=RcN1f%2BMTsIFeKgd8LfVV9g%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968667/mejora-del-estado-de-conservacion-de-habitats-fluviales-y-recuperacion-de-humedales-mediante-actuaciones-de-mejora-de-calidad-de-las-aguas-de-las-cuencas-del-rio-g-ena-t-m-cangas-de-onis
LICITACION,"Contrato de suministro de equipamientos para playas de Valdés, dentro del eje de actuación 1 del Plan de Sostenibilidad Turística en Destino de Valdés, en el marco del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión europea-Next Generation EU.",Junta de Gobierno del Ayuntamiento de Valdés,España - Asturias,"60.632,00 euros",Abierto simplificado,34953300 Pasarelas para pasajeros. 39151000 Mobiliario diverso. 45215500 Aseos públicos. 45216127 Trabajos de construcción de estaciones de salvamento. 45221113 Trabajos de construcción de pasarelas. 92332000 Servicios de playas.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=QzF0Ch%2B4Qt0UqXM96WStVA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968672/contrato-de-suministro-de-equipamientos-para-playas-de-valdes-dentro-del-eje-de-actuacion-1-del-plan-de-sostenibilidad-turistica-en-destino-de-valdes-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-next-generation-eu
